,position,team,year,Points,Tries,Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Try Assists,Kicks,Conversion Goals,Penalty Goals,Tackles,Tackles Missed,Turnovers Won,Turnovers Conceded,Penalties Conceded,Yellow Cards,Red Cards
Nicolas Onutu,Left Wing,romania,2019,,,,,,,,,,,,,,,,,,
Popa Vlad,Left Wing,romania,2019,,,,,,,,,,,,,,,,,,
Tudor Boldor,Wing,romania,2019,,,,,,,,,,,,,,,,,,
Tudor Butnariu,Fullback,romania,2019,,,,,,,,,,,,,,,,,,
Aaron Wainwright,Flanker 7,wales,2019, 5 , 1 , 129 , 40 , 6 , 2 , 20 , 1 , 0 , 0 , 0 , 88 , 10 , 5 , 1 , 2 , 0 , 0 
Adam Beard,Lock,wales,2019, 0 , 0 , 19 , 23 , 1 , 1 , 16 , 0 , 0 , 0 , 0 , 29 , 3 , 1 , 2 , 3 , 1 , 0 
Alun Wyn Jones,Lock,wales,2019, 0 , 0 , 52 , 62 , 2 , 1 , 23 , 4 , 0 , 0 , 0 , 103 , 10 , 7 , 5 , 10 , 0 , 0 
Ben Carter,Lock 4,wales,2019,,,,,,,,,,,,,,,,,,
Bradley Roberts,Hooker,wales,2019,,,,,,,,,,,,,,,,,,
Christ Tshiunza ,Lock,wales,2019,,,,,,,,,,,,,,,,,,
Dan Lydiate,Flanker 6,wales,2019,,,,,,,,,,,,,,,,,,
Dewi Lake,Hooker,wales,2019,,,,,,,,,,,,,,,,,,
Dillon Lewis,Prop,wales,2019, 0 , 0 , 28 , 46 , 3 , 0 , 8 , 2 , 0 , 0 , 0 , 20 , 3 , 1 , 2 , 7 , 0 , 0 
Ellis Jenkins,Openside Flanker,wales,2019,,,,,,,,,,,,,,,,,,
Gareth Thomas,Loosehead Prop,wales,2019,,,,,,,,,,,,,,,,,,
Jac Morgan,Flanker 7,wales,2019,,,,,,,,,,,,,,,,,,
James Ratti,Lock,wales,2019,,,,,,,,,,,,,,,,,,
Josh Navidi,Flanker 7,wales,2019, 0 , 0 , 64 , 42 , 0 , 1 , 18 , 2 , 0 , 0 , 0 , 57 , 3 , 4 , 3 , 2 , 0 , 0 
Leon Brown,Prop,wales,2019, 0 , 0 , 4 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 2 , 1 , 0 
Rhys Carre,Loosehead Prop,wales,2019, 0 , 0 , 22 , 21 , 0 , 1 , 4 , 3 , 0 , 0 , 0 , 15 , 3 , 1 , 1 , 0 , 0 , 0 
Ross Moriarty,Number 8,wales,2019, 5 , 1 , 128 , 66 , 5 , 2 , 33 , 1 , 0 , 0 , 0 , 63 , 14 , 3 , 4 , 9 , 1 , 0 
Ryan Elias,Hooker,wales,2019, 0 , 0 , 18 , 16 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 6 , 0 , 0 , 1 , 2 , 0 , 0 
Seb Davies,Lock,wales,2019,,,,,,,,,,,,,,,,,,
Taine Basham,Flanker 7,wales,2019,,,,,,,,,,,,,,,,,,
Taulupe Faletau,Flanker 7,wales,2019,,,,,,,,,,,,,,,,,,
Tomas Francis,Tighthead Prop,wales,2019, 0 , 0 , 8 , 10 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 59 , 5 , 1 , 0 , 5 , 0 , 0 
Tommy Reffell,Flanker 7,wales,2019,,,,,,,,,,,,,,,,,,
Will Rowlands,Lock,wales,2019,,,,,,,,,,,,,,,,,,
Wyn Jones,Prop,wales,2019,,,,,,,,,,,,,,,,,,
Alex Cuthbert,Wing,wales,2019,,,,,,,,,,,,,,,,,,
Callum Sheedy,Fly half,wales,2019,,,,,,,,,,,,,,,,,,
Dan Biggar,Fly half,wales,2019, 48 , 0 , 144 , 36 , 7 , 3 , 116 , 8 , 69 , 12 , 7 , 69 , 12 , 4 , 11 , 2 , 0 , 0 
Gareth Anscombe,Fly half,wales,2019, 2 , 0 , 7 , 3 , 2 , 1 , 6 , 2 , 5 , 1 , 0 , 2 , 2 , 0 , 1 , 0 , 0 , 0 
Gareth Davies,Scrum half,wales,2019, 15 , 3 , 229 , 35 , 14 , 5 , 335 , 2 , 59 , 0 , 0 , 33 , 15 , 5 , 12 , 1 , 0 , 0 
George North,Left Wing,wales,2019, 15 , 3 , 217 , 46 , 14 , 8 , 12 , 7 , 3 , 0 , 0 , 24 , 2 , 2 , 8 , 2 , 0 , 0 
Johnny McNicholl,Fullback,wales,2019,,,,,,,,,,,,,,,,,,
Jonathan Davies,Centre 13,wales,2019, 5 , 1 , 110 , 34 , 2 , 6 , 40 , 11 , 11 , 0 , 0 , 42 , 8 , 1 , 4 , 2 , 0 , 0 
Josh Adams,Wing,wales,2019, 35 , 7 , 242 , 68 , 14 , 12 , 15 , 6 , 9 , 0 , 0 , 29 , 10 , 0 , 10 , 2 , 0 , 0 
Kieran Hardy,Scrum half,wales,2019,,,,,,,,,,,,,,,,,,
Liam Williams,Wing,wales,2019, 10 , 2 , 195 , 42 , 10 , 3 , 30 , 6 , 13 , 0 , 0 , 19 , 4 , 2 , 4 , 1 , 0 , 0 
Louis Rees-Zammit,Wing,wales,2019,,,,,,,,,,,,,,,,,,
Nick Tompkins,Centre,wales,2019,,,,,,,,,,,,,,,,,,
Owen Watkin,Centre,wales,2019, 0 , 0 , 60 , 41 , 5 , 0 , 20 , 2 , 1 , 0 , 0 , 26 , 3 , 2 , 3 , 0 , 0 , 0 
Rhys Priestland,Fly half,wales,2019,,,,,,,,,,,,,,,,,,
Sam Wainwright,,wales,2019,,,,,,,,,,,,,,,,,,
Tomos Williams,Scrum half,wales,2019, 10 , 2 , 40 , 25 , 4 , 3 , 299 , 8 , 26 , 0 , 0 , 27 , 7 , 3 , 3 , 3 , 0 , 0 
Allan Alaalatoa,Prop,australia,2019, 0 , 0 , 67 , 43 , 1 , 0 , 7 , 2 , 0 , 0 , 0 , 35 , 5 , 4 , 2 , 3 , 0 , 0 
Darcy Swain,Lock,australia,2019,,,,,,,,,,,,,,,,,,
David Porecki,Hooker,australia,2019,,,,,,,,,,,,,,,,,,
Folau Fainga'a,Hooker,australia,2019, 0 , 0 , 25 , 12 , 0 , 0 , 9 , 1 , 1 , 0 , 0 , 30 , 5 , 3 , 7 , 2 , 0 , 0 
Fraser McReight,Flanker 7,australia,2019,,,,,,,,,,,,,,,,,,
Harry Wilson,Lock,australia,2019,,,,,,,,,,,,,,,,,,
James Slipper,Prop,australia,2019,,,,,,,,,,,,,,,,,,
Jed Holloway,Number 8,australia,2019,,,,,,,,,,,,,,,,,,
Matt Gibbon,Prop,australia,2019,,,,,,,,,,,,,,,,,,
Matt Philip,Lock,australia,2019,,,,,,,,,,,,,,,,,,
Michael Hooper,Openside Flanker,australia,2019, 10 , 2 , 226 , 84 , 6 , 6 , 22 , 4 , 2 , 0 , 0 , 88 , 5 , 10 , 14 , 4 , 0 , 0 
Ned Hanigan,Lock,australia,2019,,,,,,,,,,,,,,,,,,
Peter Samu,Flanker 7,australia,2019,,,,,,,,,,,,,,,,,,
Pone Fa'amausili,Prop,australia,2019,,,,,,,,,,,,,,,,,,
Rob Valetini,Flanker 6,australia,2019,,,,,,,,,,,,,,,,,,
Robert Leota,Flanker 7,australia,2019,,,,,,,,,,,,,,,,,,
Rory Arnold,Lock,australia,2019, 0 , 0 , 83 , 44 , 0 , 0 , 18 , 1 , 0 , 0 , 0 , 36 , 3 , 8 , 1 , 1 , 0 , 0 
Scott Sio,Prop,australia,2019,,,,,,,,,,,,,,,,,,
Taniela Tupou,Prop,australia,2019, 0 , 0 , 103 , 26 , 5 , 1 , 10 , 3 , 1 , 0 , 0 , 18 , 3 , 3 , 3 , 3 , 1 , 0 
Andrew Kellaway,Fullback,australia,2019,,,,,,,,,,,,,,,,,,
Angus Bell,,australia,2019,,,,,,,,,,,,,,,,,,
Bernard Foley,Fly half,australia,2019, 15 , 1 , 34 , 11 , 2 , 0 , 36 , 2 , 7 , 2 , 2 , 7 , 4 , 0 , 4 , 0 , 0 , 0 
Cadeyrn Neville,,australia,2019,,,,,,,,,,,,,,,,,,
Hunter Paisami,Centre,australia,2019,,,,,,,,,,,,,,,,,,
Irae Simone,Centre,australia,2019,,,,,,,,,,,,,,,,,,
Izaia Perese,Wing,australia,2019,,,,,,,,,,,,,,,,,,
Jake Gordon,Scrum half,australia,2019,,,,,,,,,,,,,,,,,,
James O'Connor,Fullback,australia,2019, 0 , 0 , 73 , 27 , 6 , 1 , 51 , 4 , 3 , 0 , 0 , 23 , 4 , 0 , 2 , 1 , 0 , 0 
Jock Campbell,Wing,australia,2019,,,,,,,,,,,,,,,,,,
Jordan Petaia,Wing,australia,2019, 5 , 1 , 59 , 22 , 6 , 2 , 6 , 3 , 1 , 0 , 0 , 8 , 0 , 0 , 3 , 0 , 0 , 0 
Lachlan Lonergan,,australia,2019,,,,,,,,,,,,,,,,,,
Lalakai Foketi,Centre,australia,2019,,,,,,,,,,,,,,,,,,
Len Ikitau,Centre,australia,2019,,,,,,,,,,,,,,,,,,
Marika Koroibete,Wing,australia,2019, 20 , 4 , 413 , 62 , 27 , 7 , 39 , 8 , 5 , 0 , 0 , 19 , 8 , 2 , 8 , 2 , 0 , 0 
Nic White,Scrum half,australia,2019, 10 , 2 , 65 , 35 , 3 , 1 , 407 , 3 , 21 , 0 , 0 , 30 , 8 , 4 , 11 , 1 , 0 , 0 
Nick Frost,,australia,2019,,,,,,,,,,,,,,,,,,
Noah Lolesio,,australia,2019,,,,,,,,,,,,,,,,,,
Quade Cooper,Fly half,australia,2019,,,,,,,,,,,,,,,,,,
Reece Hodge,Fullback,australia,2019, 23 , 4 , 95 , 30 , 10 , 1 , 10 , 1 , 3 , 0 , 1 , 20 , 13 , 1 , 6 , 3 , 0 , 0 
Samu Kerevi,Centre,australia,2019,,,,,,,,,,,,,,,,,,
Suliasi Vunivalu,Right Wing,australia,2019,,,,,,,,,,,,,,,,,,
Tate McDermott,Scrum half,australia,2019,,,,,,,,,,,,,,,,,,
Thomas Banks,Fullback,australia,2019, 0 , 0 , 11 , 7 , 1 , 0 , 4 , 1 , 2 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 0 , 0 
Tom Wright,Centre,australia,2019,,,,,,,,,,,,,,,,,,
Albert Tuisue,Lock,fiji,2019,,,,,,,,,,,,,,,,,,
Alex Rogers,Prop,fiji,2019,,,,,,,,,,,,,,,,,,
Api Ratuniyarawa,Lock,fiji,2019, 10 , 2 , 15 , 13 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 10 , 1 , 1 , 1 , 1 , 0 , 0 
Donncha O'Callaghan,Lock,fiji,2019,,,,,,,,,,,,,,,,,,
Eroni Mawi,Prop,fiji,2019, 5 , 1 , 18 , 10 , 1 , 0 , 3 , 1 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 
Jacob Rowan,Flanker 7,fiji,2019,,,,,,,,,,,,,,,,,,
